trial_index,condition_name,total_signals,sifted_key_length,sifting_ratio,test_bits,estimated_qber,actual_qber,estimated_error_count,actual_error_count,corrected_bits,reconciliation_leakage,reconciled_key_length,final_key_length,final_key_rate,compression_ratio,accepted,final_keys_match,reconciliation_matched,z_basis_sifted_length,z_basis_qber,x_basis_sifted_length,x_basis_qber,qber_ci_lower,qber_ci_upper
20,Moderate Noise (4% Depol),1200,581,0.4841666666666667,116,0.034482758620689655,0.0189328743545611,4,11,7,88,465,219,0.1825,0.47096774193548385,True,True,True,296,0.02364864864864865,285,0.014035087719298246,0.013489827564938467,0.08531954055541482
21,Moderate Noise (4% Depol),1200,609,0.5075,122,0.02459016393442623,0.016420361247947456,3,10,7,90,487,279,0.2325,0.5728952772073922,True,True,True,321,0.021806853582554516,288,0.010416666666666666,0.00839762036022058,0.06980759843589
22,Moderate Noise (4% Depol),1200,579,0.4825,116,0.02586206896551724,0.017271157167530225,3,10,7,57,463,274,0.22833333333333333,0.591792656587473,True,True,True,296,0.02027027027027027,283,0.014134275618374558,0.008833887872088338,0.0732867648430863
23,Moderate Noise (4% Depol),1200,593,0.49416666666666664,119,0.01680672268907563,0.01854974704890388,2,11,9,96,474,309,0.2575,0.6518987341772152,True,True,True,272,0.007352941176470588,321,0.028037383177570093,0.004621175448157974,0.059212801256237346
24,Moderate Noise (4% Depol),1200,605,0.5041666666666667,121,0.01652892561983471,0.021487603305785124,2,13,11,106,484,313,0.2608333333333333,0.6466942148760331,True,True,True,296,0.02027027027027027,309,0.022653721682847898,0.004544593546124867,0.05826674248573428
25,Moderate Noise (4% Depol),1200,607,0.5058333333333334,121,0.01652892561983471,0.0214168039538715,2,13,11,73,486,331,0.2758333333333333,0.6810699588477366,True,True,True,291,0.01718213058419244,316,0.02531645569620253,0.004544593546124867,0.05826674248573428
26,Moderate Noise (4% Depol),1200,599,0.49916666666666665,120,0.008333333333333333,0.021702838063439065,1,13,12,78,479,359,0.2991666666666667,0.7494780793319415,True,True,True,284,0.04225352112676056,315,0.0031746031746031746,0.0014725557333420923,0.045696291245049675
27,Moderate Noise (4% Depol),1200,581,0.4841666666666667,116,0.02586206896551724,0.020654044750430294,3,12,9,66,465,270,0.225,0.5806451612903226,True,True,True,284,0.02112676056338028,297,0.020202020202020204,0.008833887872088338,0.0732867648430863
28,Moderate Noise (4% Depol),1200,583,0.48583333333333334,117,0.008547008547008548,0.0137221269296741,1,8,7,88,466,349,0.29083333333333333,0.7489270386266095,True,True,True,309,0.022653721682847898,274,0.0036496350364963502,0.0015103535737964364,0.046829503274189374
29,Moderate Noise (4% Depol),1200,601,0.5008333333333334,120,0.016666666666666666,0.018302828618968387,2,11,9,98,481,314,0.26166666666666666,0.6528066528066528,True,True,True,292,0.017123287671232876,309,0.019417475728155338,0.004582564565921141,0.0587359629721589
0,Full Eve (100% Intercept),1200,598,0.49833333333333335,120,0.21666666666666667,0.23076923076923078,26,138,0,0,0,0,0.0,0.0,False,False,False,297,0.24579124579124578,301,0.2159468438538206,0.15236723564151497,0.29854362532908374
1,Full Eve (100% Intercept),1200,620,0.5166666666666667,124,0.27419354838709675,0.2645161290322581,34,164,0,0,0,0,0.0,0.0,False,False,False,326,0.26380368098159507,294,0.2653061224489796,0.20335103799776544,0.3586064011883471
2,Full Eve (100% Intercept),1200,574,0.47833333333333333,115,0.21739130434782608,0.22822299651567945,25,131,0,0,0,0,0.0,0.0,False,False,False,289,0.23183391003460208,285,0.22456140350877193,0.15180796257397172,0.3012448638973791
3,Full Eve (100% Intercept),1200,588,0.49,118,0.3050847457627119,0.2534013605442177,36,149,0,0,0,0,0.0,0.0,False,False,False,313,0.2939297124600639,275,0.20727272727272728,0.2292421322359535,0.3932180677219681
4,Full Eve (100% Intercept),1200,631,0.5258333333333334,126,0.2857142857142857,0.2694136291600634,36,170,0,0,0,0,0.0,0.0,False,False,False,306,0.2647058823529412,325,0.27384615384615385,0.2140918947065162,0.37001629007156867
5,Full Eve (100% Intercept),1200,603,0.5025,121,0.19834710743801653,0.21724709784411278,24,131,0,0,0,0,0.0,0.0,False,False,False,285,0.256140350877193,318,0.18238993710691823,0.13706808314327473,0.27819027181677414
6,Full Eve (100% Intercept),1200,631,0.5258333333333334,126,0.30158730158730157,0.24247226624405704,38,153,0,0,0,0,0.0,0.0,False,False,False,312,0.23717948717948717,319,0.2476489028213166,0.22829828781414407,0.38661669809149013
7,Full Eve (100% Intercept),1200,626,0.5216666666666666,125,0.216,0.24440894568690097,27,153,0,0,0,0,0.0,0.0,False,False,False,306,0.238562091503268,320,0.25,0.1529081014087945,0.29602704221753495
8,Full Eve (100% Intercept),1200,602,0.5016666666666667,120,0.19166666666666668,0.23920265780730898,23,144,0,0,0,0,0.0,0.0,False,False,False,302,0.23178807947019867,300,0.24666666666666667,0.13125025924950934,0.27121156004202457
9,Full Eve (100% Intercept),1200,601,0.5008333333333334,120,0.26666666666666666,0.2512479201331115,32,151,0,0,0,0,0.0,0.0,False,False,False,307,0.26384364820846906,294,0.23809523809523808,0.19568455046725244,0.352124393861476
10,Full Eve (100% Intercept),1200,630,0.525,126,0.18253968253968253,0.2507936507936508,23,158,0,0,0,0,0.0,0.0,False,False,False,284,0.2640845070422535,346,0.2398843930635838,0.12482780083060548,0.2590361766184094
11,Full Eve (100% Intercept),1200,618,0.515,124,0.21774193548387097,0.23624595469255663,27,146,0,0,0,0,0.0,0.0,False,False,False,299,0.18394648829431437,319,0.2852664576802508,0.15418086030874278,0.29826593867389783
12,Full Eve (100% Intercept),1200,603,0.5025,121,0.2809917355371901,0.25870646766169153,34,156,0,0,0,0,0.0,0.0,False,False,False,311,0.26366559485530544,292,0.2534246575342466,0.20859680857045193,0.36686473681150134
13,Full Eve (100% Intercept),1200,612,0.51,122,0.22950819672131148,0.22058823529411764,28,135,0,0,0,0,0.0,0.0,False,False,False,345,0.19130434782608696,267,0.25842696629213485,0.16383117707450584,0.31169937844741913
