trial_index,condition_name,total_signals,sifted_key_length,sifting_ratio,test_bits,estimated_qber,actual_qber,estimated_error_count,actual_error_count,corrected_bits,reconciliation_leakage,reconciled_key_length,final_key_length,final_key_rate,compression_ratio,accepted,final_keys_match,reconciliation_matched,z_basis_sifted_length,z_basis_qber,x_basis_sifted_length,x_basis_qber,qber_ci_lower,qber_ci_upper
1,Eve_0.25_Noise_0.00,1000,492,0.492,98,0.05102040816326531,0.046747967479674794,5,23,18,147,394,91,0.091,0.23096446700507614,True,True,True,253,0.05533596837944664,239,0.03765690376569038,0.021987311404024726,0.11392451646034153
2,Eve_0.25_Noise_0.00,1000,491,0.491,98,0.05102040816326531,0.07128309572301425,5,35,30,194,393,67,0.067,0.17048346055979643,True,True,True,246,0.08943089430894309,245,0.053061224489795916,0.021987311404024726,0.11392451646034153
3,Eve_0.25_Noise_0.00,1000,489,0.489,98,0.07142857142857142,0.06339468302658487,7,31,24,168,391,16,0.016,0.04092071611253197,True,True,True,254,0.05511811023622047,235,0.07234042553191489,0.03502845359806087,0.14016010936337964
4,Eve_0.25_Noise_0.00,1000,513,0.513,103,0.0970873786407767,0.07602339181286549,10,39,29,220,410,1,0.001,0.0024390243902439024,True,True,True,272,0.06985294117647059,241,0.08298755186721991,0.05359377103943983,0.16955423801859704
0,Eve_0.25_Noise_0.05,1000,521,0.521,104,0.038461538461538464,0.07485604606525911,4,39,35,248,417,96,0.096,0.2302158273381295,True,True,True,257,0.08171206225680934,264,0.06818181818181818,0.015056813343976884,0.09474751376905566
1,Eve_0.25_Noise_0.05,1000,506,0.506,101,0.09900990099009901,0.08695652173913043,10,44,34,240,405,1,0.001,0.0024691358024691358,True,True,True,266,0.08646616541353383,240,0.0875,0.05467303296704735,0.1727318418684808
2,Eve_0.25_Noise_0.05,1000,470,0.47,94,0.09574468085106383,0.09361702127659574,9,44,35,235,376,1,0.001,0.0026595744680851063,True,True,True,248,0.08870967741935484,222,0.0990990990990991,0.05119196076308952,0.17204120730241473
3,Eve_0.25_Noise_0.05,1000,513,0.513,103,0.08737864077669903,0.0935672514619883,9,48,39,259,410,1,0.001,0.0024390243902439024,True,True,True,243,0.06584362139917696,270,0.11851851851851852,0.04665122122451078,0.15777746275058724
4,Eve_0.25_Noise_0.05,1000,500,0.5,100,0.05,0.07,5,35,30,220,400,60,0.06,0.15,True,True,True,262,0.07251908396946564,238,0.06722689075630252,0.02154367915436796,0.11175046923191913
0,Eve_0.25_Noise_0.10,1000,489,0.489,98,0.14285714285714285,0.1390593047034765,14,68,0,0,0,0,0.0,0.0,False,False,False,241,0.1078838174273859,248,0.1693548387096774,0.0870447054699054,0.22561243033129502
1,Eve_0.25_Noise_0.10,1000,495,0.495,99,0.15151515151515152,0.11717171717171718,15,58,0,0,0,0,0.0,0.0,False,False,False,265,0.12452830188679245,230,0.10869565217391304,0.09402325244184671,0.2350411074842148
2,Eve_0.25_Noise_0.10,1000,526,0.526,105,0.17142857142857143,0.11026615969581749,18,58,0,0,0,0,0.0,0.0,False,False,False,267,0.09737827715355805,259,0.12355212355212356,0.11127785378367308,0.25477253962688484
3,Eve_0.25_Noise_0.10,1000,524,0.524,105,0.08571428571428572,0.07251908396946564,9,38,29,197,419,1,0.001,0.002386634844868735,True,True,True,253,0.06719367588932806,271,0.07749077490774908,0.04574947875415183,0.15492275641568207
