trial_index,condition_name,total_signals,sifted_key_length,sifting_ratio,test_bits,estimated_qber,actual_qber,estimated_error_count,actual_error_count,corrected_bits,reconciliation_leakage,reconciled_key_length,final_key_length,final_key_rate,compression_ratio,accepted,final_keys_match,reconciliation_matched,z_basis_sifted_length,z_basis_qber,x_basis_sifted_length,x_basis_qber,qber_ci_lower,qber_ci_upper
0,Ideal Channel,1500,737,0.49133333333333334,147,0.0,0.0,0,0,0,37,590,442,0.2946666666666667,0.7491525423728813,True,True,True,339,0.0,398,0.0,0.0,0.02546686335923391
1,Ideal Channel,1500,763,0.5086666666666667,153,0.0,0.0,0,0,0,39,610,457,0.30466666666666664,0.7491803278688525,True,True,True,396,0.0,367,0.0,0.0,0.024492623631394532
2,Ideal Channel,1500,726,0.484,145,0.0,0.0,0,0,0,37,581,435,0.29,0.7487091222030982,True,True,True,344,0.0,382,0.0,0.0,0.02580906456528246
3,Ideal Channel,1500,748,0.49866666666666665,150,0.0,0.0,0,0,0,38,598,448,0.2986666666666667,0.7491638795986622,True,True,True,374,0.0,374,0.0,0.0,0.0249702443680766
4,Ideal Channel,1500,762,0.508,152,0.0,0.0,0,0,0,39,610,457,0.30466666666666664,0.7491803278688525,True,True,True,369,0.0,393,0.0,0.0,0.024649787352889047
5,Ideal Channel,1500,787,0.5246666666666666,157,0.0,0.0,0,0,0,40,630,472,0.31466666666666665,0.7492063492063492,True,True,True,374,0.0,413,0.0,0.0,0.023883511433308864
6,Ideal Channel,1500,744,0.496,149,0.0,0.0,0,0,0,38,595,446,0.29733333333333334,0.7495798319327731,True,True,True,356,0.0,388,0.0,0.0,0.02513361787000954
7,Ideal Channel,1500,733,0.4886666666666667,147,0.0,0.0,0,0,0,37,586,439,0.2926666666666667,0.7491467576791809,True,True,True,388,0.0,345,0.0,0.0,0.02546686335923391
8,Ideal Channel,1500,761,0.5073333333333333,152,0.0,0.0,0,0,0,39,609,456,0.304,0.7487684729064039,True,True,True,365,0.0,396,0.0,0.0,0.024649787352889047
9,Ideal Channel,1500,736,0.49066666666666664,147,0.0,0.0,0,0,0,37,589,441,0.294,0.7487266553480475,True,True,True,377,0.0,359,0.0,0.0,0.02546686335923391
