condition_name,total_signals,num_trials,master_seed,eve_enabled,eve_probability,noise_model,noise_probability,acceptance_rate,key_agreement_rate,mean_sifting_ratio,qber_mean,qber_std,qber_median,qber_min,qber_max,actual_qber_mean,actual_qber_std,final_key_length_mean,final_key_length_std,final_key_rate_mean,final_key_rate_std,leakage_mean,mean_z_basis_qber,mean_x_basis_qber,pooled_ci_lower,pooled_ci_upper
depolarizing_p_0.00,1000,6,4169,False,1.0,depolarizing,0.0,1.0,1.0,0.5085000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.6666666666667,9.500877152487904,0.3046666666666667,0.009500877152487913,26.0,0.0,0.0,0.0,0.006258063487719282
depolarizing_p_0.02,1000,6,4222,False,1.0,depolarizing,0.02,1.0,1.0,0.5051666666666667,0.0016339869281045752,0.004002434220233952,0.0,0.0,0.00980392156862745,0.008247999906528612,0.0038601201848401843,302.6666666666667,4.273952113286562,0.3026666666666667,0.004273952113286565,54.666666666666664,0.010386216179888103,0.006077616412930504,0.00029087397193377357,0.00927209647865056
depolarizing_p_0.04,1000,6,4275,False,1.0,depolarizing,0.04,1.0,1.0,0.49383333333333335,0.02074696790110824,0.021085882141308472,0.010154639175257732,0.0,0.05154639175257732,0.016226004294501394,0.003472472938085322,250.5,76.96947446877886,0.2505,0.07696947446877885,57.5,0.01883329325122897,0.013757912251274576,0.01163277140822351,0.035093515271791526
depolarizing_p_0.06,1000,6,4328,False,1.0,depolarizing,0.06,1.0,1.0,0.49899999999999994,0.025192173256977996,0.014138371709991668,0.024705882352941175,0.009615384615384616,0.042105263157894736,0.03147514325333955,0.00659308095735751,209.83333333333334,58.08757755894686,0.20983333333333332,0.058087577558946855,116.5,0.03355329453808836,0.02892678528869062,0.015258894597965793,0.04097096182802108
depolarizing_p_0.08,1000,6,4381,False,1.0,depolarizing,0.08,1.0,1.0,0.5095000000000001,0.03272088515681993,0.018174606267658933,0.0398019801980198,0.009523809523809525,0.049019607843137254,0.043512318666878595,0.005945669851079514,171.66666666666666,77.78088882666916,0.17166666666666666,0.07778088882666916,144.5,0.04399832299741699,0.04285085378425224,0.021288040314471127,0.05001726643043333
depolarizing_p_0.10,1000,6,4434,False,1.0,depolarizing,0.1,1.0,1.0,0.4971666666666666,0.05181530428183432,0.015728586909007865,0.05744914788345244,0.021052631578947368,0.06382978723404255,0.044796439942798826,0.011830957082444547,95.83333333333333,63.72571432841429,0.09583333333333334,0.0637257143284143,139.33333333333334,0.04598620984251959,0.04410318841957978,0.03688222768902633,0.07288254073851846
depolarizing_p_0.12,1000,6,4487,False,1.0,depolarizing,0.12,1.0,1.0,0.5133333333333333,0.06206672658695079,0.025553861056515362,0.06702400586402785,0.019230769230769232,0.09183673469387756,0.06175720168059406,0.008059396446439984,63.5,86.16669890392691,0.0635,0.08616669890392692,175.0,0.06833751722829766,0.05534396594811896,0.04527081327709233,0.08353867128465335
depolarizing_p_0.14,1000,6,4540,False,1.0,depolarizing,0.14,0.8333333333333334,1.0,0.5141666666666667,0.06328265700769822,0.029343306162335683,0.06330188679245283,0.018867924528301886,0.10679611650485436,0.07032021875462006,0.006698516393116,51.166666666666664,76.29263835172216,0.051166666666666666,0.07629263835172216,208.0,0.07735232605993324,0.06373955277611985,0.04650474472102025,0.08510670970967063
depolarizing_p_0.16,1000,6,4593,False,1.0,depolarizing,0.16,0.6666666666666666,1.0,0.5031666666666667,0.05118006186722629,0.021860822000425936,0.05437873884475826,0.01020408163265306,0.06930693069306931,0.0782479097393595,0.014682436815761112,52.666666666666664,81.24941025426995,0.05266666666666667,0.08124941025426995,234.66666666666666,0.07918009329807768,0.077336005132305,0.03645129993335518,0.07204731673770612
depolarizing_p_0.18,1000,6,4646,False,1.0,depolarizing,0.18,0.5,1.0,0.4988333333333333,0.09875333498540055,0.04431127471948206,0.10622599555286032,0.049019607843137254,0.1414141414141414,0.09785172392933457,0.013696407021901613,14.666666666666666,22.33980005878895,0.014666666666666666,0.022339800058788946,129.33333333333334,0.09628606064564808,0.09940432849704915,0.07713161610032099,0.12498032732680484
depolarizing_p_0.20,1000,6,4699,False,1.0,depolarizing,0.2,0.3333333333333333,1.0,0.5055000000000001,0.10905166405852318,0.024122821197265765,0.11161387631975868,0.06862745098039216,0.14285714285714285,0.10488616083645969,0.011635390810810454,0.3333333333333333,0.5163977794943223,0.0003333333333333333,0.0005163977794943222,129.16666666666666,0.10613554964868883,0.10319710422367569,0.08652700573460632,0.1362218035762318
